type,content,article_id
proof,"\[ \int_\Omega\epsilon \Eb\cdot \Eb \mathrm{d}\xb \geq \epsilon_0\|  \Eb\|_{0,\Omega}^2 , \] \[	\sum_{K\in\mathcal{T}_h}\int_K\mu^{-1}(\nabla\times\Eb)\cdot(\nabla\times\Eb)\mathrm{d}\xb \geq\mu_1^{-1}\sum_{K\in\mathcal{T}_h} \|\nabla_h\times \Eb \|_{0,K}^2, \] \[ \sum_{f\in\mathcal{F}_h}\int_f \alpha\llbracket\Eb\rrbracket\cdot\llbracket\Eb\rrbracket\mathrm{d}S=\sum_{f\in\mathcal{F}_h}\| \alpha^{1/2}\llbracket\Eb\rrbracket\|_{0,f}^2. \] Similar to the proof of Lemma \ref{lemma:boundeness}, we have  &-2\sum_{f\in\mathcal{F}_h}\int_f\llbracket\Eb\rrbracket\cdot\{\mu^{-1}\Pib_h(\nabla\times\Eb)\}\mathrm{d}S \\ \geq&-2\mu_0^{-1}(2\eta)^{-1/2}\tilde{C}\left(\sum_{f\in\mathcal{F}_h}\| \alpha^{1/2}\llbracket\Eb\rrbracket\|_{0,f}^2\right)^{1/2} \cdot \left( \sum_{K\in\mathcal{T}_h}\|\nabla\times \Eb\|_{0,K}^2 \right)^{1/2} \\ \geq&-\mu_0^{-1}(2\eta)^{-1/2}\tilde{C}\left(\sum_{f\in\mathcal{F}_h}\| \alpha^{1/2}\llbracket\Eb\rrbracket\|_{0,f}^2+\sum_{K\in\mathcal{T}_h}\|\nabla\times \Eb\|_{0,K}^2 \right).  Therefore, when $\eta > \max\{1,\mu_1^2\}\,\tilde{C}^2/(2\,\mu_0^2)$, $\tilde{a}_h(\Eb,\Eb)$ is bounded from below by }  &\epsilon_0\|  \Eb\|_{0,\Omega}^2 + \left(1-\mu_0^{-1}(2\eta)^{-1/2}\tilde{C}\right)\sum_{f\in\mathcal{F}_h}\| \alpha^{1/2}\llbracket\Eb\rrbracket\|_{0,f}^2 \\ &+\left(\mu_1^{-1}-\mu_0^{-1}(2\eta)^{-1/2}\tilde{C}\right)\sum_{K\in\mathcal{T}_h}\|\nabla\times \Eb\|_{0,K}^2.   Denote $C_0 = 1-\mu_0^{-1}(2\eta)^{-1/2}\tilde{C}$, $C_1 = \mu_1^{-1}-\mu_0^{-1}(2\eta)^{-1/2}\tilde{C}$.  Then, \[ \tilde{a}_h(\Eb,\Eb) \geq C_s\left(\sum_{f\in\mathcal{F}_h}\| \alpha^{1/2}\llbracket\Eb\rrbracket\|_{0,f}^2+\sum_{K\in\mathcal{T}_h}\|\nabla\times \Eb\|_{0,K}^2+\| \Eb\|_{0,\Omega}^2 \right) \] holds, where $C_s = \min\{\epsilon_0, C_0, C_1\}$.",2502.01148
proof,"By setting $\vb_h=-\Eb_h$ in (\ref{eqn1.18}), we obtain  	a_h(\Eb_h,\Eb_h) \leq \int_\Omega\psi^0(\Eb_h;-\Eb_h) \mathrm{d}\xb +\langle \fb,\Eb_h \rangle.  From assumption (\ref{eqn1.other})\,(d), we have  	\psi^0(\Eb_h;\zerob-\Eb_h) + \psi^0(\zerob;\Eb_h-\zerob) \leq m|\Eb_h|^2,  Using (\ref{eqn1.other2}) to get \[  -\psi^0(\zerob;\Eb_h)\leq c_0|\Eb_h|; \] hence,  \int_\Omega\psi^0(\Eb_h;-\Eb_h) \mathrm{d}\xb \leq m\|\Eb_h\|_{0,\Omega}^2 + \int_\Omega c_0|\Eb_h| \mathrm{d}\xb.  Moreover, \[ \langle \fb,\Eb_h\rangle\leq\| \fb \|_{\Vb^*}\| \Eb_h\|_{\curlb,\Omega}\leq \| \fb \|_{\Vb^*} \|\Eb_h\|_h.\] By the Cauchy-Schwarz inequality,  \[ \int_\Omega c_0 |\Eb_h|\mathrm{d}\xb \leq c_0 |\Omega|^{1/2}\| \Eb_h \|_{0,\Omega}, \] where $|\Omega|$ means the Lebesgue measurement of the bounded domain $\Omega$. Combine these inequalities with the lower bound (\ref{lower bound of tiled{a}}) of $\tilde{a}(\Eb_h, \Eb_h)$ to get  &(\epsilon_0-m)\|  \Eb\|_{0,\Omega}^2 + C_0\sum_{f\in\mathcal{F}_h}\| \alpha^{1/2}\llbracket\Eb\rrbracket\|_{0,f}^2 + C_1 \sum_{K\in\mathcal{T}_h}\|\nabla\times \Eb\|_{0,K}^2	\\ &\leq \left(c_0|\Omega|^{-1/2}+\|\fb\|_{\Vb^*}  \right)\|\Eb_h\|_h .  Since $\epsilon_0-m>0$ and $\eta > \max\{1,\mu_1^2\}\,\tilde{C}^2/(2\,\mu_0^2)$, then  \|\Eb_h\|_h \leq \frac{c_0|\Omega|^{-1/2}+\|\fb\|_{\Vb^*}}{\min\{\epsilon_0-m, C_0, C_1\}}.  Therefore, $\|\Eb_h\|_h$ is bounded by a constant independent of $h$.",2502.01148
proof,"The local Lipschitz continuity of $\mathcal{E}(\cdot)$ is obvious. Let us prove the strong convexity. For this purpose, define a linear operator $A_h \colon \Vb_h \to \Vb_h^*$ by   \langle A_h \ub_h, \vb_h\rangle \;=\; a_h(\ub_h,\vb_h) \quad \forall\,\ub_h,\vb_h \in \Vb_h.  Applying Lemma~\ref{lemma:boundeness}, we obtain   \|A_h\ub_h\|_{\Vb_h^*} = \sup_{\|\vb_h\|_h \ne 0} \frac{|\langle A_h\ub_h, \vb_h\rangle|}{\|\vb_h\|_h} = \sup_{\|\vb_h\|_h \ne 0} \frac{|a_h(\ub_h, \vb_h)|}{\|\vb_h\|_h} \leq C_b \|\ub_h\|_h \quad \forall \ub_h \in \Vb_h.  By Lemma~\ref{lemma:stability},    \langle A_h\ub_h - A_h\vb_h, \ub_h - \vb_h \rangle = a_h(\ub_h - \vb_h, \ub_h - \vb_h) \geq C_s \|\ub_h-\vb_h\|_h^2 \quad \forall  \ub_h, \vb_h \in \Vb_h.   So $A_h \in \mathcal{L}(\Vb_h, \Vb_h^*)$ and it is strongly monotone. Define a functional $\Psi : \Lb^2(\Omega) \to \mathbb{R}$ by \[ \Psi(\vb) \;=\; \int_\Omega \psi(\vb)\,\mathrm{d}\xb \quad \forall\,\vb \in \Lb^2(\Omega). \] Then, by \cite[Theorem~3.47]{migorski2013nonlinear}, under assumption (\ref{eqn1.other}), $\Psi$ is well defined, locally Lipschitz continuous on $\Lb^2(\Omega)$, and   \partial \Psi(\vb) \;\subset\; \int_\Omega \partial \psi\bigl(\vb)\,\mathrm{d}\xb  in the sense that for any $\xib \in \partial \Psi(\vb)$, there exists a function $\zetab \in \Lb^2(\Omega)$ such that $\zetab(\xb) \in \partial \psi\bigl(\xb,\vb(\xb)\bigr)$ for a.e.\ $\xb \in \Omega$ and \[ \langle \xib,\,\wb\rangle_{\Lb^2(\Omega)\times \Lb^2(\Omega)} \;=\; \int_\Omega \zetab(\xb) \cdot \wb(\xb)\,\mathrm{d}\xb \quad \forall\,\wb \in \Lb^2(\Omega). \] For $\vb_h \in \Vb_h$ and $\etab \in \partial \mathcal{E}(\vb_h)$, by (\ref{subaddition of Clarke}) we can write   \etab = A_h \vb_h + \xib - \fb, \quad \xib \in \partial \Psi(\vb_h).  Thus, for $i=1,2$, with $\vb_{h,i} \in \Vb_h$ and $\etab_i \in \partial \mathcal{E}(\vb_{h,i})$, by \eqref{eq:4.4} we have $\zetab_i \in \Lb^2(\Omega)$ such that $\zetab_i(x) \in \partial \psi\bigl(\xb,\vb_{h,i}(x)\bigr)$ for a.e.\ $\xb \in \Omega$ and \[ \langle \etab_i, \wb\rangle \;=\; \langle A_h \vb_{h,i}, \wb\rangle \;+\; \int_\Omega \zetab_i(\xb)\cdot \wb(\xb)\,\mathrm{d}\xb \;-\; \langle \fb, \wb\rangle \quad \forall\,\wb \in \Lb^2(\Omega). \] Thus, from (\ref{property of psi 5}) and Lemma~\ref{lemma:stability},   \langle \etab_1 - \etab_2,\; \vb_{h,1} - \vb_{h,2}\rangle = &\langle A_h \vb_{h,1} - A_h\vb_{h,2}, \vb_{h,1} - \vb_{h,2}\rangle+\int_\Omega \bigl(\zetab_1 - \zetab_2\bigr)\cdot (\vb_1 - \vb_2)\,\mathrm{d}\xb \\ \geq  &(\epsilon_0-m)\|  \vb_{h,1} - \vb_{h,2}\|_{0,\Omega}^2 + C_0\sum_{f\in\mathcal{F}_h}\| \alpha^{1/2}\llbracket\vb_{h,1} - \vb_{h,2}\rrbracket\|_{0,f}^2 \\ &+C_1\sum_{K\in\mathcal{T}_h}\|\nabla\times (\vb_{h,1} - \vb_{h,2})\|_{0,K}^2 \\ \geq& \min\{\epsilon_0-m, C_0, C_1\} \| \vb_{h,1} - \vb_{h,2}\|_h.   Thus, by Lemma~\ref{lem:2.2}, $\mathcal{E}(\cdot)$ is strongly convex. Moreover, by Proposition~\ref{prop:2.3}, $\mathcal{E}(\cdot)$ is coercive on~$\Vb_h$.",2502.01148
proof,"Since $\mathcal{E}(\cdot)$ is continuous, strictly convex and coercive on $\Vb_h$, from \cite[\S3.3.2]{han2009theoretical} the minimization problem (\ref{minimization problem}) has a unique solution.",2502.01148
proof,"For the solution $\Eb_h\in\Vb_h$ of the minimization problem (\ref{minimization problem}), we apply (\ref{eqn eta}) to get \[ \langle A_h\Eb_h, \vb_h \rangle + \int_\Omega \zetab(\xb)\cdot \vb_h(\xb) \mathrm{d}\xb - \langle \fb, \vb_h \rangle \geq 0, \] where $\zetab \in L^2(\Omega)$ such that $\zetab(\xb) \in \partial \psi\bigl(\xb,\vb_h(\xb)\bigr)$ for a.e.\ $\xb \in \Omega$. Using the property of the Clarke subdifferential (\ref{eqnclarke1}) we have \[ \psi^0(\Eb_h(\xb); \vb_h(\xb)) \geq \zetab(\xb)\cdot \vb_h(\xb_h) \quad \text{a.e. } \xb \in \Omega. \] Combining the above two inequalities, we can see that $\Eb_h$ is a solution of the problem (\ref{eqn1.18}).   Now, let's prove uniqueness of the solution. Assume, $\Eb_h, \tilde{\Eb}_h\in\Vb_h$ are two solutions of the problem (\ref{eqn1.18}). Then we have   a_h(\tilde{\Eb}_h,\vb_h)+\int_\Omega\psi^0(\tilde{\Eb}_h;\vb_h)\mathrm{d}\xb \geq\langle \fb,\vb_h\rangle\quad \forall \vb_h\in\Vb_h.  Take $\vb_h = \tilde{\Eb}_h-\Eb_h$ in (\ref{eqn1.18}) and $\vb_h = \Eb_h-\tilde{\Eb}_h$ in (\ref{finite element problem 2}). Add the two resulting inequalities, combining it with Lemma \ref{lemma:stability} to get    &\epsilon_0\|  \tilde{\Eb}_h - \Eb_h\|_{0,\Omega}^2 + C_0\sum_{f\in\mathcal{F}_h}\| \alpha^{1/2}\llbracket\tilde{\Eb}_h - \Eb_h\rrbracket\|_{0,f}^2 +C_1\sum_{K\in\mathcal{T}_h}\|\nabla\times (\tilde{\Eb}_h - \Eb_h)\|_{0,K}^2  \\  & \leq a_h(\tilde{\Eb}_h-\Eb_h,\tilde{\Eb}_h-\Eb_h) \leq \int_{\Omega} \left(\psi^0(\Eb_h;\tilde{\Eb}_h - \Eb_h) + \psi^0(\tilde{\Eb}_h; \Eb_h-\tilde{\Eb}_h) \right) \mathrm{d}\xb  \\ & \leq m \| \tilde{\Eb}_h - \Eb_h \|_{0,\Omega}^2.   By the smallness condition $m<\epsilon_0$, we deduce that $\tilde{\Eb}_h = \Eb_h$.",2502.01148
proof,"Denote $\Eb_I=\Pib_N\Eb$ and write  \tilde{a}_h(\Eb_I-\Eb_h,\Eb_I-\Eb_h)=T_1+T_2,  where $T_1=\tilde{a}_h(\Eb_I-\Eb,\Eb_I-\Eb_h)$ and $T_2=\tilde{a}_h(\Eb-\Eb_h,\Eb_I-\Eb_h)$. Using the modified Cauchy-Schwarz inequality with $\varepsilon$ \eqref{mCS} and the boundeness result (Lemma \ref{lemma:boundeness}), we have, for any small $\varepsilon>0$  T_1\leq C_b\|\Eb_I-\Eb\|_h \|\Eb_I-\Eb_h\|_h  \leq \frac{\varepsilon}{4}\|\Eb_I-\Eb_h\|_h^2+\frac{C_b^2}{\varepsilon}\|\Eb_I-\Eb\|_h^2.  Note that on $\mathcal{F}_h$, $\llbracket\Eb\rrbracket=\zerob$, $\{\Eb\}=\Eb$, and $ \llbracket\nabla\times\Eb\rrbracket=\zerob$.  Thus, \notag \tilde{a}_h(\Eb,\Eb_I-\Eb_h)=&\int_\Omega\epsilon \Eb \cdot (\Eb_I-\Eb_h) \mathrm{d}\xb+\sum_{K\in\mathcal{T}_h}\int_K\mu^{-1} (\nabla\times \Eb) \cdot (\nabla\times(\Eb_I-\Eb_h))\mathrm{d}\xb \\\notag &-\sum_{f\in\mathcal{F}_h}\int_f\llbracket\Eb_I-\Eb_h\rrbracket\cdot \{\mu^{-1}\Pib_h(\nabla\times\Eb)\}\mathrm{d}S \\\notag =&\sum_{K\in\mathcal{T}_h}\int_K\left(\epsilon\Eb+\nabla\times\left(\mu^{-1}\nabla\times\Eb\right)\right)\cdot (\Eb_I-\Eb_h)\mathrm{d}\xb 	\\\notag 	&-\sum_{K\in\mathcal{T}_h}\int_{\partial K} \left(\left(\mu^{-1}\nabla\times\Eb\right)\times(\Eb_I-\Eb_h)\right)\cdot \nb_K\mathrm{d}S 	\\\notag 	&-\sum_{f\in\mathcal{F}_h}\int_f\llbracket\Eb_I-\Eb_h\rrbracket\cdot \left\{\mu^{-1}\Pib_h(\nabla\times\Eb)\right\}\mathrm{d}S 	\\\notag 	=&\sum_{K\in\mathcal{T}_h}\int_K\left(\tilde{\lb}-\Jb\right)\cdot (\Eb_I-\Eb_h)\mathrm{d}\xb     \\\notag 	&+\sum_{f\in\mathcal{F}_h}\int_f\llbracket\Eb_I-\Eb_h\rrbracket \cdot \left\{\mu^{-1}\nabla\times\Eb-\mu^{-1}\Pib_h(\nabla\times\Eb)\right\}\mathrm{d}S 	\\  	\leq&\langle\fb,\Eb_I-\Eb_h\rangle + \int_\Omega \psi^0(\Eb;\Eb_h-\Eb_I)\mathrm{d}\xb+r_h(\Eb;\Eb_I-\Eb_h).  Letting $\vb_h=\Eb_I-\Eb_h$ in (\ref{eqn1.18}), we get  	-\tilde{a}_h(\Eb_h,\Eb_I-\Eb_h)=-a_h(\Eb_h,\Eb_I-\Eb_h)\leq \int_\Omega\psi^0(\Eb_h;\Eb_I-\Eb_h)\mathrm{d}\xb-\langle\fb,\Eb_I-\Eb_h\rangle.  Combining (\ref{eqn2.12}) and (\ref{eqn2.13}), using the subadditivity of Clarke subdifferentials, we obtain   T_2 \leq&  \int_\Omega \psi^0(\Eb;\Eb_h-\Eb_I)\mathrm{d}\xb +\int_\Omega\psi^0(\Eb_h;\Eb_I-\Eb_h)\mathrm{d}\xb + r_h(\Eb;\Eb_I-\Eb_h) \\ \leq  &\int_\Omega \psi^0(\Eb;\Eb_h-\Eb)\mathrm{d}\xb+\int_\Omega \psi^0(\Eb;\Eb-\Eb_I)\mathrm{d}\xb \\ &+\int_\Omega\psi^0(\Eb_h;\Eb_I-\Eb)\mathrm{d}\xb+\int_\Omega\psi^0(\Eb_h;\Eb-\Eb_h)\mathrm{d}\xb+r_h(\Eb;\Eb_I-\Eb_h).   Using (\ref{eqn1.other})\,(d), we obtain \notag \int_\Omega \psi^0(\Eb;\Eb_h-\Eb)\mathrm{d}\xb+\int_\Omega\psi^0(\Eb_h;\Eb-\Eb_h)\mathrm{d}\xb\leq m\|\Eb-\Eb_h\|^2_{0,\Omega}.  By the triangle inequality $\|\Eb-\Eb_h\|_{0,\Omega}\le\|\Eb-\Eb_I\|_{0,\Omega}+\|\Eb_I-\Eb_h\|_{0,\Omega}$ and the modified Cauchy-Schwarz inequality \eqref{mCS}, \[ \|\Eb-\Eb_h\|^2_{0,\Omega}\le (1+\varepsilon)\|\Eb_I-\Eb_h\|_{0,\Omega}^2+(1+1/\varepsilon)\|\Eb-\Eb_I\|_{0,\Omega}^2.\] Therefore,   &\int_\Omega \psi^0(\Eb;\Eb_h-\Eb)\mathrm{d}\xb+\int_\Omega\psi^0(\Eb_h;\Eb-\Eb_h)\mathrm{d}\xb \\ \leq&(1+\varepsilon) m\|\Eb_I-\Eb_h\|_{0,\Omega}^2+(1+1/\varepsilon)m\|\Eb-\Eb_I\|_{0,\Omega}^2.   Using (\ref{eqn1.other2}), we have  \int_\Omega \psi^0(\Eb;\Eb-\Eb_I)\mathrm{d}\xb \leq\int_\Omega(c_0+c_1|\Eb|)|\Eb-\Eb_I|\mathrm{d}\xb,	\\ \int_\Omega \psi^0(\Eb_h;\Eb_I-\Eb)\mathrm{d}\xb \leq\int_\Omega(c_0+c_1|\Eb_h|)|\Eb-\Eb_I|\mathrm{d}\xb.  Since $\Omega$ is a bounded domain, using the uniform boundedness of $\Eb_h$ and the Cauchy-Schwarz inequality, we have constants $C_{Eb},C_{Ehb}>0$ such that  \int_\Omega(c_0+c_1|\Eb|)|\Eb-\Eb_I|\mathrm{d}\xb \leq \left(\int_\Omega(c_0+c_1|\Eb|)^2\mathrm{d}\xb\right)^{1/2} \| \Eb-\Eb_I\|_{0,\Omega}= C_{Eb} \| \Eb-\Eb_I\|_{0,\Omega},   \int_\Omega(c_0+c_1|\Eb_h|)|\Eb-\Eb_I|\mathrm{d}\xb \leq \left(\int_\Omega(c_0+c_1|\Eb_h|)^2\mathrm{d}\xb\right)^{1/2} \| \Eb-\Eb_I\|_{0,\Omega}\le C_{Ehb} \| \Eb-\Eb_I\|_{0,\Omega}.  Therefore,  T_2&\leq (C_{Eb}+C_{Ehb})\|\Eb-\Eb_I\|_{0,\Omega}+(1+\varepsilon)m\|\Eb_I-\Eb_h\|_{0,\Omega}^2+(1+1/\varepsilon)m\|\Eb-\Eb_I\|_{0,\Omega}^2 \nonumber\\ &\quad{} +r_h(\Eb;\Eb_I-\Eb_h).  Combining (\ref{eqn2.10}), (\ref{eqn2.11}), (\ref{eqn2.20}), Lemma \ref{lemma:stability} and Lemma \ref{lemma2.6}, we obtain   &\epsilon_0\|  \Eb_I-\Eb_h\|_{0,\Omega}^2 + C_0\sum_{f\in\mathcal{F}_h}\| \alpha^{1/2}\llbracket\Eb_I-\Eb_h\rrbracket\|_{0,f}^2 + C_1 \sum_{K\in\mathcal{T}_h}\|\nabla\times (\Eb_I-\Eb_h)\|_{0,K}^2  \\ & \leq  (C_{Eb}+C_{Ehb})\|\Eb-\Eb_I\|_{0,\Omega}+(1+\varepsilon)m \|\Eb_I-\Eb_h\|_{0,\Omega}^2+(1+1/\varepsilon)m\|\Eb-\Eb_I\|_{0,\Omega}^2 \\ & \quad +\frac{\varepsilon}{4}\|\Eb_I-\Eb_h\|_h^2+\frac{C_b^2}{\varepsilon}\|\Eb_I-\Eb\|_h^2+C_R h^{\min\{s,l+1\}}|\Eb_I-\Eb_h|_h\|\nabla\times \Eb\|_{s,\Omega}.   Using the modified Cauchy-Schwarz inequality \eqref{mCS}, we have, for any $\varepsilon>0$,  	C_R h^{\min\{s,l+1\}}|\Eb_I-\Eb_h|_h \|\nabla\times\Eb\|_{s,\Omega} \leq \frac{\varepsilon}{4}\|\Eb_I-\Eb_h\|_h^2+\frac{C_R^2 h^{2\min\{s,l+1\}}}{\varepsilon}\|\nabla\times\Eb\|_{s,\Omega}^2.  Since $m<\epsilon_0$, we can choose a sufficiently small $\varepsilon>0$ such that $\epsilon_0 - m - (m+1/4)\varepsilon>0$ and $\min\{C_0, C_1\} > \varepsilon/4$. Applying the error bounds \eqref{energy norm estimate} and \eqref{eqn:lemma4-3}, we derive from \eqref{eqn:error bound} that \[ \|\Eb_I-\Eb_h\|_h\leq C\,h^{(\min\{s,l\}+1)/2}.   \] Finally, we use the triangle inequality $\|\Eb-\Eb_h\|_h\le\|\Eb-\Eb_I\|_h +\|\Eb_I-\Eb_h\|_h$ to conclude the error bound \eqref{error_bd}.",2502.01148
proposition,"[{\cite[Proposition~2.5]{han2020minimization}}]  Let $V$ be a real Hilbert space, and let $g\colon V \to \mathbb{R}$ be a locally Lipschitz continuous  and strongly convex functional on $V$ with a constant $\alpha>0$. Then there exist two constants  $\overline{c}_0$ and $\overline{c}_1$ such that   g(v) \;\ge\; \alpha\,\|v\|_{V}^2 \;+\; \overline{c}_0 \;+\; \overline{c}_1\,\|v\|_{V} \quad \forall\,v\in V.  Consequently, $g(\cdot)$ is coercive on $V$.",2502.01148
proposition,"Under the assumptions \eqref{eqn1.other}, $m<\epsilon_0$ and $\eta > \max\{1,\mu_1^2\}\,\tilde{C}^2/(2\,\mu_0^2)$, the minimization problem \eqref{minimization problem} has a unique solution $\Eb_h \in \Vb_h$",2502.01148
lemma,"[{\cite[Theorem~3.4]{fan2003generalized}}]  Let $V$ be a real Banach space, and let $g\colon V \to \mathbb{R}$ be locally Lipschitz continuous. Then $g$ is strongly convex on $V$ with a constant $\alpha>0$ if and only if $\partial g$  is strongly monotone on $V$ with a constant $2\alpha$, i.e., \[ \langle \xi - \eta,\, u - v\rangle \;\ge\; 2\,\alpha \,\|u - v\|_{V}^2  \quad \forall\,u,v\in V,\;\xi\in \partial g(u),\;\eta\in \partial g(v). \]",2502.01148
lemma,"[Boundedness] There is a constant $C_b>0$ such that  \tilde{a}_h(\Eb,\vb)\leq C_b\|\Eb\|_h \|\vb\|_h\quad \forall\,\Eb,\vb\in\Vb(h).",2502.01148
lemma,"[Stability] Assume $\eta > \max\{1,\mu_1^2\}\,\tilde{C}^2/(2\,\mu_0^2)$.  There is a constant $C_s>0$ such that  \tilde{a}_h(\Eb,\Eb)\geq C_s \|\Eb\|_h^2, \quad \forall \Eb\in\Vb(h).",2502.01148
lemma,"Assume \eqref{eqn1.other}, $m<\epsilon_0$ and $\eta > \max\{1,\mu_1^2\}\,\tilde{C}^2/(2\,\mu_0^2)$. If $\Eb_h\in \Vb_h$ is a solution of the problem \eqref{eqn1.18}, then $\|\Eb_h\|_h$ is uniformly bounded with respect to the mesh size $h$.",2502.01148
lemma,"Assume \eqref{eqn1.other}, $m<\epsilon_0$ and $\eta > \max\{1,\mu_1^2\}\,\tilde{C}^2/(2\,\mu_0^2)$. Then the functional $\mathcal{E}(\cdot)$ is locally Lipschitz continuous, strongly convex and coercive on $\Vb_h$.",2502.01148
lemma,"Assume $\{\mathcal{T}_h\}$ is a shape-regular family of tetrahedral or hexahedral mesh partitions of the domain $\overline{\Omega}$, and assume $\Eb \in \Hb_0(\curlb; \Omega) \cap \Hb^s(\Omega)$ with $ \nabla\times \Eb \in \Hb^s(\Omega)$, where $s > 1/2$. Then the following error estimates hold:  \|\Eb - \Pib_N \Eb\|_{\curlb,\Omega} & \leq C_N h^{\min\{s, l\}} (\|\Eb\|_{s, \Omega} + \|\nabla\times \Eb\|_{s, \Omega}),  \\ \|\Eb - \Pib_N \Eb\|_{h} & \leq C_N h^{\min\{s, l\}} (\|\Eb\|_{s, \Omega} + \|\nabla\times \Eb\|_{s, \Omega}),   where $C_N > 0$ is a constant depending on the mesh regularity and the polynomial degree $l$ but independent of $h$, and for \eqref{energy norm estimate}, $C_N$ also depends on the upper and lower bounds of the coefficients $\mu$ and $\epsilon$.   Moreover, if $\Eb \in \Hb_0(\curlb; \Omega) \cap \Hb^{s+1}(\Omega)$ for some number $s > 0$, then   \|\Eb - \Pib_N \Eb\|_{0, \Omega} \leq C_N h^{\min\{s, l\}+1} \|\Eb\|_{s+1, \Omega}.",2502.01148
lemma,"Assume $\nabla\times \Eb \in \Hb^s(\Omega)$, $s > 1/2$.  Then,  \[ |r_h(\Eb;\vb)|\leq C_R h^{\min\{s,l+1\}}|\vb|_h\|\nabla\times\Eb\|_{s,\Omega}\quad\forall\,\vb \in \Vb(h),\] where the constant $C_R$ is independent of the mesh size but is dependent on $\eta$, the upper and lower bounds of the coefficient $\mu$, the mesh regularity, and the polynomial order $l$.",2502.01148
theorem,"[Previous bound from \cite{gonon2023approximation}] 		For any architecture \( (L,\mathbf{N}) \), and any \( r \geq 1 \), denoting  \( N := \max_{l=0,\ldots,L} N_l \), for any $\theta,\theta' \in \Theta_{L,\mathbf{N}}(r) $, we have : 		 			 			\sup_{x \in \Omega}\| R_{\theta}(x) - R_{\theta'}(x) \|_{\infty} \leq (D+1) N L^2 r^{L-1} \| \theta - \theta' \|_\infty.",2502.01156
theorem,"[General approximation bound] For any architecture \((L,\mathbf{N})\),  define the parameters \(\theta = (\tilde{W}_1, \ldots, \tilde{W}_L)\) and \(\theta' = (\tilde{W}'_1, \ldots, \tilde{W}'_L)\), where $\tilde{W}_\ell$ and $\tilde{W}'_\ell$ are weight matrices with included bias. Assume that the two networks have same biases. Assume besides that $ \forall \ell = 1, \ldots, L$:  \quad \| \tilde{W}_\ell \|_{\mathrm{op}, \infty} \leq r_\ell \quad \text{and} \quad \| \tilde{W}'_\ell \|_{\mathrm{op}, \infty} \leq r_\ell.  		Then:  &\sup_{x \in \Omega}\| R_{\theta}(\tilde{x}) - R_{\theta'}(\tilde{x}) \|_{\infty}  \\ &\leq \max(D,1) \sum_{\ell=1}^{L} N_{\ell-1} \times r_{mean}^{L-1} \|\theta - \theta'\|_\infty,\\  where  we define the mean norm parameter  r_{mean} := \sqrt[L-1]{\max_{l=1, \dots, L} \max_{i=1, \dots, l-1} \prod_{\substack{j=i \\ j \neq l}}^{L} r_j}.",2502.01156
theorem,"[Approximation bound for  CNN] 		With the same settings as in Theorem \ref{Th:my_bound_extend_new} 		and for a purely convolutional network without biases, where each layer applies \( c_l \) filters of size \( p_l \times p_l \), we have: 		 		  			 				&\sup_{x \in \Omega}\| R_{\theta}(x) - R_{\theta'}(x) \|_{\infty} \\ 				&\leq D \times \sum_{l=1}^{L} p_{l}^2 c_{l-1} \times r_{conv}^{L-1} \|\theta - \theta'\|_\infty 			 		 		where we define 		 			r_{conv} := \sqrt[L-1]{\max_{l=1, \dots, L}\prod\limits_{\substack{k=1 \\ k \neq l}}^{L} r^{\text{conv}}_k} 		 		 		with $r^{conv}_k$  a bound on the norm of the convolutional matrix of layer $k$ without bias (i.e. $r^{conv}_k \geq  \|\mathcal{H}_k\|_{op,\infty}$).",2502.01156
theorem,"[Bound for neural networks without bias] 			With the same settings as in Theorem \ref{Th:my_bound_extend_new}, with $(b_1, \dots, b_L) = (b'_1, \dots, b'_L) = (0, \dots, 0)$ 			(i.e $\forall l, \text{ we can take}\; \tilde{W}_l = W_l$ and $\tilde{W}'_l = W'_l$, the standard weight matrices without included bias). For all $x \in \Omega$ the following bound holds. 			 			 				\sup_{x \in \Omega} \left\| R_{\theta} (x) - R_{\theta'} (x) \right\|_{\infty} \leq D \left(\sqrt[L-1]{\max_{l=1, \dots, L}\prod\limits_{\substack{k=1 \\ k \neq l}}^{L} r_k}\right)^{L-1} \sum_{\ell=1}^{L} N_{l-1} \|\theta-\theta'\|_\infty.",2502.01156
definition,"\textbf{Neural network architecture.}  The architecture of a neural network is defined by the tuple \((L,  \mathbf{N})\), where \( L \in \mathbb{N} \) represents the depth of the network, and \( \mathbf{N} = (N_0, \ldots, N_L) \in \mathbb{N}^{L+1} \) is a sequence specifying the number of neurons in each layer (the width of each). We call $N_\ell$ the width of the \(\ell\)-th layer. The width of the network is defined as \( N := \max_{\ell=0,\ldots,L} N_\ell \).",2502.01156
